Serial No,Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp(C),Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Diff_Gyro_X,Diff_Gyro_Y,Diff_Gyro_Z,Diff_Mag_Gyro,Diff_Mag_Accel,Magnitude_Accel,Magnitude_Gyro,Column 1,Column 2,ON/ OFF signal from Acclerometer,ON/OFF signal from Gyro,First Input,Final Output
149,32879,-1.2,-1.29,11.18,0.25,0.21,2.07,33.33,0.0367,0.0158,0.00525,0.0028,0.0015,0.01815,0.502543215,3.715370508,1.517972433,2.095590609,1,1,1,1,1,
150,33083,5.19,-0.79,11.26,-0.03,-0.07,1.14,33.32,0.03195,0.0025,0.0004,0.0014,0.0014,0.00465,0.953049581,1.105706571,2.623679004,1.142541028,1,1,1,1,1,
151,33287,1.69,-2.21,11.37,-0.65,-0.13,-3.66,33.33,0.0175,0.0071,0.00055,0.0031,0.0003,0.024,2.577001955,0.71824864,1.905430364,3.719542983,1,1,1,1,1,
152,33491,-3.16,-0.06,10.83,-0.13,0,-0.54,33.34,0.02425,0.01075,0.0027,0.0026,0.00065,0.0156,3.16411522,0.423670749,1.481759615,0.555427763,1,1,1,1,1,
153,33695,1.3,-1.2,11.23,0.33,0.26,2.44,33.32,0.0223,0.0057,0.002,0.0023,0.0013,0.0149,1.920476112,0.086745124,1.568504739,2.475903875,1,1,1,1,1,
154,33899,4.8,-3.13,9.96,-0.13,0.04,-0.24,33.33,0.0175,0.00965,0.00635,0.0023,0.0011,0.0134,2.200041591,0.122295929,1.690800668,0.275862284,1,1,1,1,1,
155,34103,-1.38,-0.59,11.31,-0.35,-0.21,-0.69,33.34,0.0309,0.0127,0.00675,0.0011,0.00125,0.00225,0.525823439,0.081655214,1.609145454,0.801685724,1,1,1,1,1,
156,34307,-0.92,3.87,11.21,-0.08,0.07,0.29,33.33,0.0023,0.0223,0.0005,0.00135,0.0014,0.0049,0.49281682,0.48570217,2.094847624,0.308868904,1,1,1,1,1,
157,34511,0.01,-0.15,11.25,0.22,0.25,0.72,33.33,0.00465,0.0201,0.0002,0.0015,0.0009,0.00215,0.484415408,0.643843224,1.4510044,0.793284312,1,1,1,1,1,
158,34715,5.4,-4.43,10.26,0.05,-0.04,0.51,33.33,0.02695,0.0214,0.00495,0.00085,0.00145,0.00105,0.279280421,1.160784351,2.611788751,0.514003891,1,1,1,1,1,
159,34919,1.46,-2.01,10.6,-0.31,-0.06,-0.41,33.33,0.0197,0.0121,0.0017,0.0018,0.0001,0.0046,0.00349007,1.524562291,1.08722646,0.517493961,1,1,1,1,1,
160,35123,1,0.18,10.98,-0.21,-0.29,0.01,33.32,0.0023,0.01095,0.0019,0.0005,0.00115,0.0021,0.159304068,0.139686072,1.226912533,0.358189894,1,1,1,1,1,
161,35327,-0.75,4.27,10.73,-0.12,-0.07,-0.2,33.32,0.00875,0.02045,0.00125,0.00045,0.0011,0.00105,0.114673981,0.545826988,1.77273952,0.243515913,1,1,1,1,1,
162,35531,-0.26,2.15,10.87,-0.06,0.24,0.24,33.33,0.00245,0.0106,0.0007,0.0003,0.00155,0.0022,0.101157846,0.489102933,1.283636587,0.344673759,1,1,1,1,1,
163,35735,0.51,-0.31,11.2,0.18,0.18,0.48,33.33,0.00385,0.0123,0.00165,0.0012,0.0003,0.0012,0.198649349,0.132253926,1.415890513,0.543323108,1,1,1,1,1,
164,35939,3.26,-3.22,10.65,0.1,-0.08,0.62,33.33,0.01375,0.01455,0.00275,0.0004,0.0013,0.0007,0.089764563,0.378008745,1.793899258,0.633087672,1,1,1,1,1,
165,36143,1.68,-1.99,10.62,-0.23,-0.06,-0.12,33.32,0.0079,0.00615,0.00015,0.00165,0.0001,0.0037,0.366817133,0.659234197,1.134665061,0.266270539,1,1,1,1,1,
166,36347,1.38,-0.57,10.81,-0.22,-0.13,-0.31,33.33,0.0015,0.0071,0.00095,0.00005,0.00035,0.00095,0.135475649,0.022039346,1.112625715,0.401746189,1,1,1,1,1,
167,36551,0.21,3.29,10.86,-0.23,-0.03,-0.38,33.32,0.00585,0.0193,0.00025,0.00005,0.0005,0.00035,0.043450397,0.436726689,1.549352404,0.445196586,1,1,1,1,1,
168,36755,-0.41,1.99,10.75,-0.03,-0.1,0.12,33.33,0.0031,0.0065,0.00055,0.001,0.00035,0.0025,0.286136849,0.409027912,1.140324492,0.159059737,1,1,1,1,1,
169,36959,1.31,1.34,10.7,0.21,-0.02,1.16,33.34,0.0086,0.00325,0.00025,0.0012,0.0004,0.0052,1.019965284,0.077465753,1.06285874,1.179025021,1,1,1,1,1,
170,37163,2.85,-2.03,10.8,0.17,0.2,0.86,33.33,0.0077,0.01685,0.0005,0.0002,0.0011,0.0015,0.27985874,0.489823763,1.552682502,0.899166281,1,1,1,1,1,
171,37367,1.87,-0.89,10.79,-0.1,-0.17,0.06,33.33,0.0049,0.0057,5E-05,0.00135,0.00185,0.004,0.693010999,0.365731151,1.186951351,0.206155281,1,1,1,1,1,
172,37571,1.95,-1.57,10.81,-0.31,-0.11,-0.57,33.32,0.0004,0.0034,0.0001,0.00105,0.0003,0.00315,0.451948054,0.109151568,1.296102919,0.658103335,1,1,1,1,1,
173,37775,1.98,0.65,10.63,-0.32,-0.07,-0.61,33.34,0.00015,0.0111,0.0009,0.00005,0.0002,0.0002,0.03428384,0.263753221,1.032349699,0.692387175,1,0,1,1,1,
174,37979,2.45,2.94,10.47,-0.15,0.08,-0.61,33.34,0.00235,0.01145,0.0008,0.00085,0.00075,0,0.059141567,0.315161234,1.347510933,0.633245608,1,1,1,1,1,
175,38183,-2.49,-0.34,10.56,-0.43,0.31,-2.13,33.32,0.0247,0.0164,0.00045,0.0014,0.00115,0.0076,1.561725918,0.29259039,1.054920543,2.194971526,1,1,1,1,1,
176,38387,-2.13,-1.13,11.42,0.15,0.24,0.56,33.33,0.0018,0.00395,0.0043,0.0029,0.00035,0.01345,1.567516348,0.816848817,1.87176936,0.627455178,1,1,1,1,1,
177,38591,1.11,-3.61,10.04,0.24,-0.24,1.93,33.32,0.0162,0.0124,0.0069,0.00045,0.0024,0.00685,1.332162132,0.944896563,0.926872797,1.95961731,1,1,1,1,1,
178,38795,4.45,-1.05,10.54,0.03,0.11,1.26,33.34,0.0167,0.0128,0.0025,0.00105,0.00175,0.00335,0.694469097,0.762104529,1.688977326,1.265148213,1,1,1,1,1,
179,38999,3.81,-0.33,10.72,-0.22,-0.16,0.46,33.33,0.0032,0.0036,0.0009,0.00125,0.00135,0.004,0.730732644,0.107263923,1.581713404,0.534415569,1,1,1,1,1,
180,39203,2.61,0.08,10.71,-0.34,-0.2,-1.16,33.34,0.006,0.00205,5E-05,0.0006,0.0002,0.0081,0.690819103,0.357984452,1.223728952,1.225234671,1,1,1,1,1,
181,39407,2.37,0.18,10.61,-0.54,0.34,-2.4,33.32,0.0012,0.0005,0.0005,0.001,0.0027,0.0062,1.258150116,0.150762475,1.072966477,2.483384787,1,1,1,1,1,
182,39611,-5.22,-0.63,11.48,-0.29,0.01,-1.53,33.34,0.03795,0.00405,0.00435,0.00125,0.00165,0.00435,0.926111529,1.753818546,2.826785022,1.557273258,1,1,1,1,1,
183,39815,0.61,-1.24,10.98,0.33,0.07,2.18,33.34,0.02915,0.00305,0.0025,0.0031,0.0003,0.01855,0.648673251,1.560164038,1.266620984,2.205946509,1,1,1,1,1,
184,40019,4.24,-2.25,10.08,-0.03,-0.2,0.89,33.32,0.01815,0.00505,0.0045,0.0018,0.00135,0.00645,1.293258172,0.09789871,1.364519694,0.912688337,1,1,1,1,1,
185,40223,-0.01,-1.88,11.02,-0.62,-0.1,-3.77,33.34,0.02125,0.00185,0.0047,0.00295,0.0005,0.0233,2.909261427,0.014697631,1.379217325,3.821949764,1,1,1,1,1,
186,40427,-2.69,1.24,11.09,-0.02,0.04,0.92,33.34,0.0134,0.0156,0.00035,0.003,0.0007,0.02345,2.900863449,0.299536963,1.678754288,0.921086315,1,1,1,1,1,
187,40631,5.81,-2.74,10.4,0.35,0.02,2.59,33.34,0.0425,0.0199,0.00345,0.00185,0.0001,0.00835,1.692531867,0.745144436,2.423898723,2.613618182,1,1,1,1,1,
188,40835,4.5,-2.13,10.59,-0.39,-0.02,-1.45,33.34,0.00655,0.00305,0.00095,0.0037,0.0002,0.0202,1.11195244,0.521975804,1.901922919,1.501665742,1,1,1,1,1,
189,41039,0.41,-0.7,10.39,-0.32,-0.18,-2.76,33.33,0.02045,0.00715,0.001,0.00035,0.0008,0.00655,1.282647459,1.280301164,0.621621755,2.784313201,1,1,1,1,1,
190,41243,-1.86,0.84,10.92,-0.07,0.01,0.11,33.33,0.01135,0.0077,0.00265,0.00125,0.00095,0.01435,2.653546232,0.687455615,1.309077369,0.130766968,1,1,1,1,1,
191,41447,0.39,-2.74,11.11,0.08,0.32,1.85,33.34,0.01125,0.0179,0.00095,0.00075,0.00155,0.0087,1.748408383,0.340455372,1.649532742,1.879175351,1,1,1,1,1,
192,41651,1.25,-2.58,11,0.24,-0.07,2.22,33.34,0.0043,0.0008,0.00055,0.0008,0.00195,0.00185,0.354856878,0.082083599,1.567449142,2.234032229,1,1,1,1,1,
193,41855,3.53,-1.7,9.89,0.16,-0.26,2.02,33.34,0.0114,0.0044,0.00555,0.0004,0.00095,0.001,0.19109317,0.729639217,0.837809925,2.042939059,1,1,1,1,1,
194,42059,4.23,0.03,10.6,-0.15,0.07,0.56,33.34,0.0035,0.00865,0.00355,0.00155,0.00165,0.0073,1.458987006,0.775068765,1.61287869,0.583952053,1,1,1,1,1,
195,42263,2.86,0.15,10.63,-0.25,-0.06,-0.19,33.34,0.00685,0.0006,0.00015,0.0005,0.00065,0.00375,0.264264706,0.403836952,1.209041738,0.319687347,1,1,1,1,1,
196,42467,-0.65,2.03,10.57,-0.15,-0.08,-0.52,33.34,0.01755,0.0094,0.0003,0.0005,0.0001,0.00165,0.227395827,0.226263803,0.982777935,0.547083175,1,1,1,1,1,
197,42671,1.33,0.05,11,0.04,0.06,0.97,33.34,0.0099,0.0099,0.00215,0.00095,0.0007,0.00745,0.425593544,0.297447694,1.280225629,0.972676719,1,1,1,1,1,
198,42875,4.27,-4.19,10.38,-0.13,-0.19,0.4,33.35,0.0147,0.0212,0.0031,0.00085,0.00125,0.00285,0.511157489,0.900316929,2.180542559,0.46151923,1,1,1,1,1,
199,43079,-3.32,4.67,11.08,-0.16,-0.03,-0.8,33.35,0.03795,0.0443,0.0035,0.00015,0.0008,0.006,0.354875282,0.493338153,2.673880711,0.816394512,1,1,1,1,1,
200,43283,0.91,0.27,10.86,0.05,0.02,1.59,33.35,0.02115,0.022,0.0011,0.00105,0.00025,0.01195,0.774517176,1.572477132,1.101403579,1.590911688,1,1,1,1,1,
201,43487,5.6,-3.69,10.07,-0.1,-0.23,0.31,33.35,0.02345,0.0198,0.00395,0.00075,0.00125,0.0064,1.192163648,1.197398014,2.298801594,0.398748041,1,1,1,1,1,
202,43691,1.62,-0.57,10.66,-0.27,0.08,-1.95,33.35,0.0199,0.0156,0.00295,0.00085,0.00155,0.0113,1.571480372,1.301352821,0.997448773,1.970228413,1,1,1,1,1,
203,43895,0.66,-2.97,10.63,-0.68,0.05,-3.79,33.34,0.0048,0.012,0.00015,0.00205,0.00015,0.0092,1.88061565,0.259377173,1.256825946,3.850844063,1,1,1,1,1,
204,44099,-1.13,0.39,10.88,-0.17,0.04,-1.52,33.35,0.00895,0.0168,0.00125,0.00255,0.00005,0.01135,2.320844063,0.111351996,1.14547395,1.53,1,1,1,1,1,
205,44303,-0.12,-0.17,10.46,-0.14,-0.07,0.74,33.35,0.00505,0.0028,0.0021,0.00015,0.00055,0.0113,0.773627076,0.483404366,0.662069585,0.756372924,1,1,1,1,1,
206,44507,1.91,-2.03,10.75,-0.03,0.21,0.37,33.35,0.01015,0.0093,0.00145,0.00055,0.0014,0.00185,0.329875562,0.643402039,1.305471624,0.426497362,1,1,1,1,1,
207,44711,0.33,-1.32,10.96,0.11,0.22,1.15,33.35,0.0079,0.00355,0.00105,0.0007,0.00005,0.0039,0.749512842,0.061337435,1.24413419,1.176010204,1,1,1,1,1,
208,44915,1.77,-0.91,10.55,0.08,-0.06,1.32,33.34,0.0072,0.00205,0.00205,0.00015,0.0014,0.00085,0.147772255,0.308050174,0.936084016,1.323782459,1,1,1,1,1,
209,45119,1.86,-0.41,10.57,0.09,-0.23,1.07,33.34,0.00045,0.0025,1E-04,0.00005,0.00085,0.00125,0.225647677,0.004148756,0.940232772,1.098134782,1,1,1,1,1,
210,45323,2.18,-0.62,10.36,-0.01,-0.11,0.8,33.34,0.0016,0.00105,0.00105,0.0005,0.0006,0.00135,0.290545778,0.135215092,0.80501768,0.807589004,1,1,1,1,1,
211,45527,2.51,0.45,10.55,-0.13,0.07,0.41,33.35,0.00165,0.00535,0.00095,0.0006,0.0009,0.00195,0.371813833,0.248788104,1.053805784,0.435775171,1,1,1,1,1,
212,45731,1.34,0.61,10.71,-0.2,0.08,0.02,33.35,0.00585,0.0008,0.0008,0.00035,0.00005,0.00195,0.219442095,0.043079629,1.010726155,0.216333077,1,1,1,1,1,
213,45935,0.76,0.74,10.79,-0.1,0.12,0.07,33.35,0.0029,0.00065,0.0004,0.0005,0.0002,0.00025,0.045160649,0.03128934,1.042015495,0.171172428,1,1,1,1,1,
214,46139,2.77,-0.57,10.72,-0.11,-0.03,0.66,33.34,0.01005,0.00655,0.00035,0.00005,0.00075,0.00295,0.498603654,0.244742372,1.286757867,0.669776082,1,1,1,1,1,
215,46343,3.54,-1.73,10.78,-0.18,-0.25,-2.52,33.34,0.00385,0.0058,0.0003,0.00035,0.0011,0.0159,1.868983458,0.390737504,1.677495371,2.53875954,1,1,1,1,1,
216,46547,0.93,1.19,10.7,0.06,0.03,1.45,33.34,0.01305,0.0146,0.0004,0.0012,0.0014,0.01985,1.087208645,0.671432258,1.006063113,1.451550895,1,1,1,1,1,
217,46751,3.18,0.92,10.47,0.1,-0.15,2.15,33.34,0.01125,0.00135,0.00115,0.0002,0.0009,0.0035,0.705994006,0.174815723,1.180878836,2.157544901,1,1,1,1,1,
218,46955,1.21,-0.54,10.72,-0.08,0.01,0.22,33.34,0.00985,0.0073,0.00125,0.0009,0.0008,0.00965,1.923237411,0.179300247,1.001578588,0.23430749,1,1,1,1,1,
219,47159,2.32,0.17,10.41,-0.05,-0.03,0.2,33.33,0.00555,0.00355,0.00155,0.00015,0.0002,0.0001,0.025980824,0.13483588,0.866742708,0.208326667,1,0,1,1,1,
220,47363,1.4,0.9,10.69,-0.09,-0.07,-0.11,33.35,0.0046,0.00365,0.0014,0.0002,0.0002,0.00155,0.049896871,0.152041882,1.01878459,0.158429795,1,1,1,1,1,
221,47567,1.36,1.14,9.69,0.31,-0.06,0.81,33.34,0.0002,0.0012,0.005,0.002,0.00005,0.0046,0.710937791,0.967627297,0.051157292,0.869367586,1,1,1,1,1,
222,47771,1.46,-0.83,10.64,0.15,-0.02,0.74,33.35,0.0005,0.00985,0.00475,0.0008,0.0002,0.00035,0.114053082,0.920569589,0.971726881,0.755314504,1,1,1,1,1,
223,47975,1.53,-2.96,10.59,-0.09,0.05,0.86,33.34,0.00035,0.01065,0.00025,0.0012,0.00035,0.0006,0.110826362,0.330101797,1.301828678,0.866140866,1,1,1,1,1,
224,48179,1.85,-1.19,10.37,-0.09,0.29,-0.56,33.34,0.0016,0.00885,0.0011,0,0.0012,0.0071,0.229116534,0.501097571,0.800731107,0.637024332,1,1,1,1,1,
225,48383,1.2,-1.6,11.03,-0.31,-0.04,-1.03,33.35,0.00325,0.00205,0.0033,0.0011,0.00165,0.00235,0.439358499,0.609126163,1.409857269,1.076382832,1,1,1,1,1,
226,48587,1.47,-0.72,11.01,-0.5,-0.01,-1.26,33.35,0.00135,0.0044,1E-04,0.00095,0.00015,0.00115,0.279235109,0.078846534,1.331010736,1.35561794,1,1,1,1,1,
227,48791,0.8,1.49,10.28,-0.14,0.15,-1.25,33.35,0.00335,0.01105,0.00365,0.0018,0.0008,0.00005,0.088889872,0.712829513,0.618181223,1.266728069,1,1,1,1,1,
228,48995,0.21,1.61,11.44,-0.11,0.1,-0.23,33.35,0.00295,0.0006,0.0058,0.00015,0.00025,0.0051,0.99286679,1.136462865,1.754644088,0.273861279,1,1,1,1,1,
229,49199,1.36,-0.19,10.67,-0.1,0,-0.01,33.35,0.00575,0.009,0.00385,0.00005,0.0005,0.0011,0.173362523,0.796642415,0.958001673,0.100498756,1,1,1,1,1,
230,49403,1.36,-0.19,10.67,-0.1,0,-0.01,33.35,0,0,0,0,0,0,0,0,0.958001673,0.100498756,0,0,1,1,1,
231,49607,1.35,-0.19,10.67,-0.1,0,-0.01,33.36,0.00005,0,0,0,0,0,0,0.001259601,0.956742072,0.100498756,0,0,1,1,1,
232,49811,1.36,-0.19,10.67,-0.1,0,-0.01,33.35,0.00005,0,0,0,0,0,0,0.001259601,0.958001673,0.100498756,0,0,1,1,1,
233,50015,1.36,-0.19,10.66,-0.1,0,-0.01,33.35,0,0,5E-05,0,0,0,0,0.009918123,0.94808355,0.100498756,0,0,1,1,1,
234,50219,1.34,-0.19,10.67,-0.1,0,-0.01,33.35,0.0001,0,5E-05,0,0,0,0,0.00740807,0.955491621,0.100498756,0,0,1,1,1,
235,50423,1.36,-0.19,10.67,-0.1,0,-0.01,33.36,0.0001,0,0,0,0,0,0,0.002510053,0.958001673,0.100498756,0,0,1,1,1,
236,50627,1.35,-0.18,10.66,-0.1,0,-0.01,33.36,0.00005,0.00005,5E-05,0,0,0,0,0.011351032,0.946650641,0.100498756,0,0,1,1,1,
237,50831,1.36,-0.19,10.66,-0.1,0,-0.01,33.36,0.00005,0.00005,0,0,0,0,0,0.001432909,0.94808355,0.100498756,0,0,1,1,1,
238,51035,1.36,-0.19,10.66,-0.1,0,-0.01,33.37,0,0,0,0,0,0,0,0,0.94808355,0.100498756,0,0,1,1,1,
239,51239,1.35,-0.18,10.67,-0.1,0,-0.01,33.37,0.00005,0.00005,5E-05,0,0,0,0,0.008486535,0.956570085,0.100498756,0,0,1,1,1,
240,51443,1.35,-0.19,10.66,-0.1,0,-0.01,33.37,0,0.00005,5E-05,0,0,0,0,0.009747299,0.946822786,0.100498756,0,0,1,1,1,
241,51647,1.35,-0.18,10.66,-0.1,0,-0.01,33.37,0,0.00005,0,0,0,0,0,0.000172145,0.946650641,0.100498756,0,0,1,1,1,
242,51851,1.35,-0.18,10.66,-0.1,0,-0.01,33.35,0,0,0,0,0,0,0,0,0.946650641,0.100498756,0,0,1,1,1,
243,52055,1.36,-0.21,10.58,-0.1,-0.03,-0.01,33.35,0.00005,0.00015,0.0004,0,0.00015,0,0.004382129,0.077531652,0.869118989,0.104880885,1,0,1,1,1,
244,52259,0.04,2.41,10.63,-0.06,-0.21,-0.67,33.37,0.0066,0.0131,0.00025,0.0002,0.0009,0.0033,0.599817632,0.230725047,1.099844036,0.704698517,1,1,1,1,1,
245,52463,1.54,-0.27,10.52,-0.03,-0.29,-0.04,33.36,0.0075,0.0134,0.00055,0.00015,0.0004,0.00315,0.410419738,0.264295155,0.835548881,0.294278779,1,1,1,1,1,
246,52667,2.3,-1.93,10.71,0.17,0.23,0.47,33.35,0.0038,0.0083,0.00095,0.001,0.0026,0.00255,0.255903009,0.487355416,1.322904297,0.550181788,1,1,1,1,1,
247,52871,2.19,-2.88,10.42,-0.06,-0.21,0.59,33.35,0.00055,0.00475,0.00145,0.00115,0.0022,0.0006,0.07894459,0.092632315,1.230271982,0.629126378,1,1,1,1,1,
248,53075,1.77,-0.62,10.88,-0.32,-0.17,-0.45,33.35,0.0021,0.0113,0.0023,0.0013,0.0002,0.0052,0.051372105,0.010185436,1.240457418,0.577754273,1,1,1,1,1,
249,53279,1.14,0.3,10.78,-0.24,0.06,-0.64,33.37,0.00315,0.0046,0.0005,0.0004,0.00115,0.00095,0.108394399,0.196196263,1.044261155,0.686148672,1,1,1,1,1,
250,53483,1.18,1.54,10.62,-0.15,0.13,-0.11,33.36,0.0002,0.0062,0.0008,0.00045,0.00035,0.00265,0.459212558,0.048502729,0.995758426,0.226936114,1,1,1,1,1,
251,53687,1.31,0.48,10.58,-0.15,0.02,-0.1,33.36,0.00065,0.0053,0.0002,0,0.00055,0.00005,0.045552543,0.124165293,0.871593133,0.181383571,1,1,1,1,1,
252,53891,1.07,1.53,10.59,-0.08,0.01,-0.34,33.36,0.0012,0.00525,5E-05,0.00035,0.00005,0.0012,0.168044533,0.081727284,0.953320417,0.349428104,1,1,1,1,1,
253,54095,1.54,0.79,10.64,-0.01,0.05,0,33.35,0.00235,0.0037,0.00025,0.00035,0.0002,0.0017,0.298437909,0.026535797,0.979856214,0.050990195,1,1,1,1,1,
254,54299,1.57,-1.05,10.77,0.02,0.03,0.07,33.36,0.00015,0.0092,0.00065,0.00015,0.0001,0.00035,0.027749884,0.15450705,1.134363264,0.078740079,1,1,1,1,1,
255,54503,2.03,-1.51,10.67,-0.08,-0.03,0,33.36,0.0023,0.0023,0.0005,0.0005,0.0003,0.00035,0.006699959,0.031488276,1.16585154,0.085440037,1,1,1,1,1,
256,54707,2.3,-1.16,10.55,-0.16,-0.04,-0.12,33.37,0.00135,0.00175,0.0006,0.0004,0.00005,0.0006,0.118520743,0.105920601,1.059930939,0.203960781,1,1,1,1,1,
257,54911,1.57,-0.15,10.69,-0.28,0.1,-0.66,33.36,0.00365,0.00505,0.0007,0.0006,0.0007,0.0027,0.519917662,0.054214859,1.00571608,0.723878443,1,1,1,1,1,
258,55115,0.31,0.91,10.83,-0.22,-0.08,-0.44,33.36,0.0063,0.0053,0.0007,0.0003,0.0009,0.0011,0.225481011,0.066868709,1.072584789,0.498397432,1,1,1,1,1,
259,55319,1.09,0.79,10.81,-0.13,-0.18,-0.27,33.36,0.0039,0.0006,1E-04,0.00045,0.0005,0.00085,0.148826266,0.020913271,1.093498061,0.349571166,1,1,1,1,1,
260,55523,1.43,-0.17,10.85,-0.19,0.29,-0.01,33.37,0.0017,0.0048,0.0002,0.0003,0.00235,0.0013,0.002728262,0.05165155,1.145149611,0.346842904,1,1,1,1,1,
261,55727,1.36,-0.21,10.68,-0.1,0,-0.01,33.37,0.00035,0.0002,0.00085,0.00045,0.00145,0,0.246344148,0.176858196,0.968291415,0.100498756,1,1,1,1,1,
262,55931,1.39,-0.23,10.68,-0.09,-0.01,-0.02,33.37,0.00015,0.0001,0,0.00005,0.00005,0.00005,0.007762571,0.004238464,0.972529879,0.092736185,0,0,1,1,1,
263,56135,1.39,-0.22,10.68,-0.09,-0.01,-0.02,33.36,0,0.00005,0,0,0,0,0,0.000208867,0.972321013,0.092736185,0,0,1,1,1,
264,56339,1.37,-0.19,10.66,-0.1,0,-0.01,33.36,1E-04,0.00015,1E-04,0.00005,0.00005,0.00005,0.007762571,0.022967544,0.949353469,0.100498756,0,0,1,1,1,
265,56543,1.38,-0.2,10.67,-0.1,0,-0.01,33.35,5E-05,0.00005,5E-05,0,0,0,0,0.01137606,0.960729529,0.100498756,0,0,1,1,1,
266,56747,1.38,-0.21,10.67,-0.1,0,-0.01,33.37,0,5E-05,0,0,0,0,0,0.000190506,0.960920035,0.100498756,0,0,1,1,1,
267,56951,1.37,-0.21,10.67,-0.1,0,-0.01,33.36,5E-05,0,0,0,0,0,0,0.001277848,0.959642187,0.100498756,0,0,1,1,1,
268,57155,1.37,-0.22,10.66,-0.1,0,-0.01,33.35,0,0.00005,5E-05,0,0,0,0,0.009716606,0.949925581,0.100498756,0,0,1,1,1,
269,57359,1.32,-0.09,10.36,-0.07,0.06,-0.01,33.37,0.00025,0.00065,0.0015,0.00015,0.0003,0,0.007762571,0.305783682,0.644141899,0.092736185,1,0,1,1,1,
270,563,0.29,0.69,10.57,0.04,-0.06,0.51,33.37,0.00515,0.0039,0.00105,0.00055,0.0006,0.0026,0.422336625,0.152324493,0.796466392,0.51507281,1,1,1,1,1,
271,57767,2.72,-1.62,10.63,0.16,-0.09,1.71,33.36,0.01215,0.01155,0.0003,0.0006,0.00015,0.006,1.204752762,0.494958223,1.291424615,1.719825573,1,1,1,1,1,
272,57971,3.34,-1.71,10.26,-0.18,0.01,-0.18,33.37,0.0031,0.00045,0.00185,0.0017,0.0005,0.00945,1.465070788,0.166805629,1.124618986,0.254754784,1,1,1,1,1,
273,58175,1.11,-0.07,10.61,-0.3,-0.02,-1,33.36,0.01115,0.0082,0.00175,0.0006,0.00015,0.0041,0.789467415,0.256484192,0.868134795,1.044222199,1,1,1,1,1,
274,58379,0.3,0.45,10.41,-0.13,0.11,-0.43,33.37,0.00405,0.0026,0.001,0.00085,0.00065,0.00285,0.581728955,0.244095271,0.624039524,0.462493243,1,1,1,1,1,
275,58583,0.5,0.52,10.75,0.01,0.03,0.18,33.37,0.001,0.00035,0.0017,0.0007,0.0004,0.00305,0.279736574,0.350137939,0.974177463,0.182756669,1,1,1,1,1,
276,58787,1.83,-1.11,10.71,0.05,0.16,0.89,33.37,0.00665,0.00815,0.0002,0.0002,0.00065,0.00355,0.72289227,0.147594371,1.121771834,0.905648939,1,1,1,1,1,
277,58991,1.12,-1.1,10.7,-0.14,-0.27,0.21,33.37,0.00355,0.00005,5E-05,0.00095,0.00215,0.0034,0.536054566,0.107226074,1.01454576,0.369594372,1,1,1,1,1,
278,59195,1.7,-0.64,10.56,-0.22,-0.07,-0.53,33.36,0.0029,0.0023,0.0007,0.0004,0.001,0.0037,0.208505965,0.0994536,0.91509216,0.578100337,1,1,1,1,1,
279,59399,0.7,0.23,10.75,-0.23,-0.09,-0.85,33.37,0.005,0.00435,0.00095,0.00005,0.0001,0.0016,0.307055016,0.060129415,0.975221575,0.885155354,1,1,1,1,1,
280,59603,1,0.36,10.74,-0.09,0.16,-0.21,33.37,0.0015,0.00065,5E-05,0.0007,0.00125,0.0032,0.60622884,0.017238756,0.992460331,0.278926514,1,1,1,1,1,
281,59807,0.74,0.4,10.76,-0.04,0.06,0.15,33.37,0.0013,0.0002,1E-04,0.00025,0.0005,0.0018,0.112493344,0.000370623,0.992830954,0.16643317,1,1,1,1,1,
282,60011,0.49,-0.7,10.73,0.01,0.08,0.71,33.37,0.00125,0.0055,0.00015,0.00025,0.0001,0.0028,0.548129634,0.028863284,0.96396767,0.714562803,1,1,1,1,1,
283,60215,1.99,-1.39,10.64,0.04,-0.16,1.15,33.37,0.0075,0.00345,0.00045,0.00015,0.0012,0.0022,0.447203094,0.149409443,1.113377113,1.161765897,1,1,1,1,1,
284,60419,2.16,-1.1,10.63,-0.2,-0.14,-0.22,33.37,0.00085,0.00145,5E-05,0.0012,0.0001,0.00685,0.833132363,0.010510517,1.102866596,0.328633535,1,1,1,1,1,
285,60623,-0.26,1.33,10.89,-0.24,0.02,-0.81,33.38,0.0121,0.01215,0.0013,0.0002,0.0008,0.00295,0.516410843,0.071129942,1.173996537,0.845044378,1,1,1,1,1,
286,60827,0.57,0.97,10.73,-0.04,0.12,0.3,33.38,0.00415,0.0018,0.0008,0.001,0.0005,0.00555,0.519467966,0.185173617,0.98882292,0.325576412,1,1,1,1,1,
287,61031,0,0.56,10.76,-0.02,0.04,0.19,33.37,0.00285,0.00205,0.00015,0.0001,0.0004,0.00055,0.130384199,0.014260284,0.974562636,0.195192213,1,1,1,1,1,
288,61235,2.51,-1.7,10.57,-0.04,0.06,0.41,33.38,0.01255,0.0113,0.00095,0.0001,0.0001,0.0011,0.221100953,0.221573049,1.196135685,0.416293166,1,1,1,1,1,
289,61439,1.35,-0.49,10.66,-0.15,-0.09,-0.16,33.38,0.0058,0.00605,0.00045,0.00055,0.00075,0.00285,0.179227774,0.239825909,0.956309776,0.237065392,1,1,1,1,1,
