Serial No,Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp(C),Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Diff_Gyro_X,Diff_Gyro_Y,Diff_Gyro_Z,Diff_Mag_Gyro,Diff_Mag_Accel,Magnitude_Accel,Magnitude_Gyro,Column 1,Column 2,ON/ OFF signal from Acclerometer,ON/OFF signal from Gyro,First Input,Final Output
1160,60419,0.86,9.71,2.15,-0.18,0,-0.03,33.34,0.00005,5E-05,0.00025,0.00065,0,0,0.124173357,0.001768287,0.182294325,0.182482876,0,1,0,0,0,
1161,60623,0.78,9.7,2.27,-0.09,0,-0.03,33.35,0.0004,5E-05,0.0006,0.00045,0,0,0.087614546,0.010267909,0.192562234,0.09486833,1,1,0,0,0,
1162,60827,0.74,9.73,2.18,-0.11,0,0.01,33.34,0.0002,0.00015,0.00045,0.0001,0,0.0002,0.01558528,0.006082674,0.198644908,0.11045361,1,0,0,0,0,
1163,61031,0.74,9.72,2.22,-0.05,0,-0.02,33.34,0,5E-05,0.0002,0.0003,0,0.00015,0.056601962,0.000925168,0.19771974,0.053851648,0,0,0,0,0,
1164,61235,0.78,9.73,2.22,-0.14,0,0.01,33.35,0.0002,5E-05,0,0.00045,0,0.00015,0.08650504,0.012759769,0.210479509,0.140356688,0,1,0,0,0,
1165,61439,0.79,9.73,2.25,-0.11,0,-0.01,33.35,0.00005,0,0.00015,0.00015,0,0.0001,0.029903078,0.007479365,0.217958874,0.11045361,0,0,0,0,0,
1166,61643,0.78,9.73,2.26,-0.07,0,0,33.35,0.00005,0,5E-05,0.0002,0,0.00005,0.04045361,0.001467257,0.219426131,0.07,0,0,0,0,0,
1167,61847,0.81,9.72,2.17,-0.08,0,-0.01,33.35,0.00015,5E-05,0.00045,0.00005,0,0.00005,0.010622577,0.027259199,0.192166932,0.080622577,1,0,0,0,0,
1168,62051,0.81,9.73,2.16,-0.11,0,-0.01,33.35,0,5E-05,5E-05,0.00015,0,0,0.029831033,0.007563064,0.199729996,0.11045361,0,0,0,0,0,
1169,62255,0.83,9.72,2.21,-0.12,0,-0.01,33.34,1E-04,5E-05,0.00025,0.00005,0,0,0.009962336,0.002839673,0.20256967,0.120415946,0,0,0,0,0,
1170,62459,0.8,9.72,2.27,-0.11,0,-0.02,33.35,0.00015,0,0.0003,0.00005,0,0.00005,0.008612547,0.010986142,0.213555812,0.111803399,0,0,0,0,0,
1171,62663,0.79,9.72,2.26,-0.09,0,-0.01,33.34,0.00005,0,5E-05,0.0001,0,0.00005,0.021249547,0.003056324,0.210499488,0.090553851,0,0,0,0,0,
1172,62867,0.8,9.72,2.24,-0.1,0,-0.02,33.34,0.00005,0,1E-04,0.00005,0,0.00005,0.011426539,0.003701798,0.20679769,0.10198039,0,0,0,0,0,
1173,63071,0.77,9.73,2.27,-0.1,0,-0.01,33.35,0.00015,5E-05,0.00015,0,0,0.00005,0.001481634,0.014115442,0.220913132,0.100498756,0,0,0,0,0,
1174,63275,0.79,9.72,2.24,-0.1,0,-0.01,33.36,0.0001,5E-05,0.00015,0,0,0,0,0.014909934,0.206003198,0.100498756,0,0,0,0,0,
1175,63479,0.78,9.73,2.25,-0.09,0,-0.01,33.35,0.00005,5E-05,5E-05,0.00005,0,0,0.009944905,0.011172052,0.217175251,0.090553851,0,0,0,0,0,
1176,63683,0.78,9.72,2.25,-0.1,0,-0.01,33.36,0,5E-05,0,0.00005,0,0,0.009944905,0.009713035,0.207462216,0.100498756,0,0,0,0,0,
1177,63887,0.76,9.73,2.26,-0.09,0,-0.01,33.36,0.0001,5E-05,5E-05,0.00005,0,0,0.009944905,0.010426783,0.217888999,0.090553851,0,0,0,0,0,
1178,64091,0.77,9.73,2.27,-0.09,0,-0.01,33.35,0.00005,0,5E-05,0,0,0,0,0.003024133,0.220913132,0.090553851,0,0,0,0,0,
1179,64295,0.79,9.73,2.22,-0.1,0,-0.02,33.35,0.0001,0,0.00025,0.00005,0,0.00005,0.011426539,0.009649476,0.211263657,0.10198039,0,0,0,0,0,
1180,64499,0.76,9.72,2.23,-0.09,0,-0.01,33.36,0.00015,5E-05,5E-05,0.00005,0,0.00005,0.011426539,0.009818761,0.201444896,0.090553851,0,0,0,0,0,
1181,64703,0.77,9.74,2.22,-0.09,0,-0.01,33.35,0.00005,1E-04,5E-05,0,0,0,0,0.017981236,0.219426131,0.090553851,0,0,0,0,0,
1182,64907,0.78,9.73,2.22,-0.1,0,-0.01,33.35,0.00005,5E-05,0,0.00005,0,0,0.009944905,0.008946622,0.210479509,0.100498756,0,0,0,0,0,
1183,65111,0.78,9.73,2.22,-0.09,0,0,33.35,0,0,0,0.00005,0,0.00005,0.010498756,0,0.210479509,0.09,0,0,0,0,0,
1184,65315,0.77,9.73,2.2,-0.09,0,0,33.35,0.00005,0,0.0001,0,0,0,0,0.005190907,0.205288602,0.09,0,0,0,0,0,
1185,65519,0.22,9.96,1.9,-0.71,0,0.02,33.34,0.00275,0.00115,0.0015,0.0031,0,0.0001,0.620281634,0.136703313,0.341991915,0.710281634,1,1,0,0,0,
1186,65723,1.14,8.95,4.47,-1.21,0.02,0.18,33.35,0.0046,0.00505,0.01285,0.0025,0.0001,0.0008,0.513197013,0.073079362,0.268912553,1.223478647,1,1,0,0,0,
1187,65927,1.51,7.59,6.62,-1.6,0,0.31,33.33,0.00185,0.0068,0.01075,0.00195,0.0001,0.00065,0.406275936,0.115025781,0.383938334,1.629754583,1,1,0,0,0,
1188,66131,1.05,5.58,7.74,-2.3,0.06,0.33,33.35,0.0023,0.01005,0.0056,0.0035,0.0003,0.0001,0.694573277,0.584641485,-0.200703151,2.32432786,1,1,0,0,0,
1189,66335,1.93,-0.12,12.74,-0.32,0.23,-0.04,33.34,0.0044,0.0285,0.025,0.0099,0.00085,0.00185,1.928221813,3.286621822,3.085918671,0.396106046,1,1,0,0,0,
1190,66539,1.89,-0.01,10.6,-0.1,0,-0.01,33.34,0.0002,0.00055,0.0107,0.0011,0.00115,0.00015,0.29560729,2.118737053,0.967181618,0.100498756,1,1,0,0,0,
1191,66743,1.88,-0.03,10.61,-0.1,0,-0.01,33.35,0.00005,0.0001,5E-05,0,0,0,0,0.008132762,0.975314381,0.100498756,0,0,0,0,0,
1192,66947,1.9,-0.02,10.61,-0.1,0,-0.01,33.34,0.0001,0.00005,0,0,0,0,0,0.003484254,0.978798634,0.100498756,0,0,0,0,0,
1193,67151,1.9,-0.02,10.59,-0.1,0,-0.01,33.35,0,0,1E-04,0,0,0,0,0.019686217,0.959112417,0.100498756,0,0,0,0,0,
1194,67355,1.89,-0.04,10.59,-0.1,0,-0.01,33.35,0.00005,0.0001,0,0,0,0,0,0.001705666,0.957406751,0.100498756,0,0,0,0,0,
1195,67559,1.9,-0.02,10.6,-0.1,0,-0.01,33.35,0.00005,0.0001,5E-05,0,0,0,0,0.01154863,0.968955381,0.100498756,0,0,0,0,0,
1196,67763,1.9,-0.03,10.61,-0.1,0,-0.01,33.34,0,0.00005,5E-05,0,0,0,0,0.009866447,0.978821828,0.100498756,0,0,0,0,0,
1197,67967,1.89,-0.03,10.61,-0.1,0,-0.01,33.36,0.00005,0,0,0,0,0,0,0.001758221,0.977063607,0.100498756,0,0,0,0,0,
1198,68171,1.9,-0.02,10.6,-0.1,0,-0.01,33.35,0.00005,0.00005,5E-05,0,0,0,0,0.008108226,0.968955381,0.100498756,0,0,0,0,0,
1199,68375,1.9,-0.03,10.61,-0.1,0,-0.01,33.35,0,0.00005,5E-05,0,0,0,0,0.009866447,0.978821828,0.100498756,0,0,0,0,0,
1200,68579,1.89,-0.03,10.61,-0.1,0,-0.01,33.36,0.00005,0,0,0,0,0,0,0.001758221,0.977063607,0.100498756,0,0,0,0,0,
1201,443,1.98,-0.04,10.23,-0.12,-0.1,-0.16,33.19,0.00045,0.00005,0.0019,0.0001,0.0005,0.00075,0.123108042,0.357135585,0.619928023,0.223606798,1,1,0,0,1,
1202,647,2.32,-0.52,10.58,-0.3,0,-0.98,33.21,0.0017,0.0024,0.00175,0.0009,0.0005,0.0041,0.80128344,0.42392738,1.043855403,1.024890238,1,1,0,0,1,
1203,851,2.18,0.07,10.18,-0.17,-0.04,-0.42,33.23,0.0007,0.00295,0.002,0.00065,0.0002,0.0028,0.570027621,0.432817991,0.611037412,0.454862617,1,1,0,0,1,
1204,1055,-0.47,0.77,11.12,0.04,0.1,0.79,33.23,0.01325,0.0035,0.0047,0.00105,0.0007,0.00605,0.342445354,0.745494307,1.356531719,0.797307971,1,1,1,0,1,
1205,1259,2.38,-0.03,10.95,-0.08,-0.12,0.03,33.22,0.01425,0.004,0.00085,0.0006,0.0011,0.0038,0.649998772,0.049172186,1.405703905,0.147309199,1,1,1,0,1,
1206,1463,2.33,-0.05,10.55,-0.1,-0.01,-0.01,33.23,0.00025,0.0001,0.002,0.0001,0.00055,0.0002,0.046314149,0.401357557,1.004346348,0.100995049,1,1,1,0,1,
1207,1667,2.33,-0.04,10.53,-0.1,0,-0.01,33.24,0,0.00005,0.0001,0,0.00005,0,0.000496293,0.01957004,0.984776307,0.100498756,0,0,1,1,1,
1208,1871,2.34,-0.03,10.51,-0.1,-0.01,-0.01,33.23,5E-05,0.00005,1E-04,0,0.00005,0,0.000496293,0.017390366,0.967385941,0.100995049,0,0,1,1,1,
1209,2075,2.34,-0.03,10.51,-0.1,0,-0.01,33.24,0,0,0,0,0.00005,0,0.000496293,0,0.967385941,0.100498756,0,0,1,1,1,
1210,2279,2.46,3.38,11.47,0,0.45,0.96,33.24,0.0006,0.01705,0.0048,0.0005,0.00225,0.00485,0.959737067,1.440681064,2.408067005,1.060235823,1,1,1,1,1,
1211,2483,1.96,-0.15,10.63,0.02,0.03,0.56,33.24,0.0025,0.01765,0.0042,0.0001,0.0021,0.002,0.499076309,1.397840365,1.01022664,0.561159514,1,1,1,1,1,
1212,2687,3.14,0.69,10.54,0.36,0.04,2.64,33.24,0.0059,0.0042,0.00045,0.0017,0.00005,0.0104,2.103573118,0.20917897,1.21940561,2.664732632,1,1,1,1,1,
1213,2891,2.18,-0.24,10.5,-0.1,-0.01,0.03,33.24,0.0048,0.00465,0.0002,0.0023,0.00025,0.01305,2.559851747,0.292803166,0.926602444,0.104880885,1,1,1,1,1,
1214,3095,2.28,-0.18,10.51,-0.09,-0.01,-0.02,33.24,0.0005,0.0003,5E-05,0.00005,0,0.00025,0.0121447,0.029367991,0.955970435,0.092736185,1,0,1,1,1,
1215,3299,2.27,-0.21,10.54,-0.09,-0.04,-0.03,33.23,5E-05,0.00015,0.00015,0,0.00015,0.00005,0.010220116,0.027748775,0.98371921,0.102956301,0,0,1,1,1,
1216,3503,2.52,-0.22,10.54,-0.07,0.1,-0.02,33.24,0.00125,0.00005,0,0.0001,0.0007,0.00005,0.020736867,0.05557966,1.03929887,0.123693169,1,1,1,1,1,
1217,3707,2.67,-0.32,10.69,0.01,0.08,0.33,33.24,0.00075,0.0005,0.00075,0.0004,0.0001,0.00175,0.216012586,0.183740638,1.223039508,0.339705755,1,1,1,1,1,
1218,3911,2.38,-0.69,10.41,0.07,-0.08,1.25,33.24,0.00145,0.00185,0.0014,0.0003,0.0008,0.0046,0.914806102,0.322170385,0.900869124,1.254511857,1,1,1,1,1,
1219,4115,2.25,-0.1,10.54,-0.05,0.02,0.22,33.25,0.00065,0.00295,0.00065,0.0006,0.0005,0.00515,1.028016824,0.07707595,0.977945073,0.226495033,1,1,1,1,1,
1220,4319,2.35,-0.23,10.52,-0.09,0.01,-0.02,33.25,0.0005,0.00065,1E-04,0.0002,0.00005,0.0012,0.133758848,0.003789481,0.981734554,0.092736185,1,1,1,1,1,
1221,4523,2.34,-0.2,10.5,-0.16,-0.04,-0.34,33.25,5E-05,0.00015,1E-04,0.00035,0.00025,0.0016,0.285152688,0.02229219,0.959442365,0.377888873,0,1,1,1,1,
1222,4727,1.2,0.4,10.75,-0.08,0.02,0.4,33.25,0.0057,0.003,0.00125,0.0004,0.0003,0.0037,0.030522685,0.06472042,1.024162785,0.408411557,1,1,1,1,1,
1223,4931,2.48,-0.24,10.5,-0.06,0.03,0,33.24,0.0064,0.0032,0.00125,0.0001,0.00005,0.002,0.341329518,0.032592001,0.991570785,0.067082039,1,1,1,1,1,
1224,5135,2.25,-0.21,10.56,-0.1,0,-0.17,33.24,0.00115,0.00015,0.0003,0.0002,0.00015,0.00085,0.13014879,0.00751251,0.999083294,0.197230829,1,1,1,1,1,
1225,5339,2.51,-0.25,10.53,-0.13,-0.08,-0.31,33.24,0.0013,0.0002,0.00015,0.00015,0.0004,0.0007,0.148312222,0.028820473,1.027903768,0.345543051,1,1,1,1,1,
1226,5543,2.25,-0.1,10.53,-0.1,0.03,-0.01,33.24,0.0013,0.00075,0,0.00015,0.00055,0.0015,0.240662166,0.059737721,0.968166046,0.104880885,1,1,1,1,1,
1227,5747,2.42,-0.18,10.54,-0.09,-0.01,0.19,33.24,0.00085,0.0004,5E-05,0.00005,0.0002,0.001,0.105594767,0.047581732,1.015747778,0.210475652,1,1,1,1,1,
1228,5951,2.94,-0.57,10.42,-0.05,0.02,0.32,33.23,0.0026,0.00195,0.0006,0.0002,0.00015,0.00065,0.114023963,0.026064801,1.041812579,0.324499615,1,1,1,1,1,
1229,6155,1.82,-0.41,10.78,-0.11,-0.06,0.05,33.25,0.0056,0.0008,0.0018,0.0003,0.0004,0.00135,0.189592239,0.098429649,1.140242228,0.134907376,1,1,1,1,1,
1230,6359,2.38,-0.33,10.47,-0.2,-0.05,-0.42,33.24,0.0028,0.0004,0.00155,0.00045,0.00005,0.00235,0.332960127,0.198072987,0.942169241,0.467867503,1,1,1,1,1,
1231,6563,2.21,-0.15,10.63,-0.1,0.09,-0.18,33.24,0.00085,0.0009,0.0008,0.0005,0.0007,0.0012,0.243145452,0.116168569,1.05833781,0.224722051,1,1,1,1,1,
1232,6767,2.49,-0.04,10.5,-0.18,0.02,-0.58,33.23,0.0014,0.00055,0.00065,0.0004,0.00035,0.002,0.382896251,0.067058924,0.991278886,0.607618301,1,1,1,1,1,
1233,6971,3,-0.15,10.37,-0.22,-0.07,-0.78,33.24,0.00255,0.00055,0.00065,0.0002,0.00045,0.001,0.205831144,0.004988987,0.996267874,0.813449445,1,1,1,1,1,
1234,7175,2.68,-0.15,10.46,-0.14,0.05,-0.17,33.24,0.0016,0,0.00045,0.0004,0.0006,0.00305,0.587617649,0.002644109,0.998911982,0.225831796,1,1,1,1,1,
1235,7379,2.48,-0.23,10.41,-0.12,-0.04,-0.01,33.24,0.001,0.0004,0.00025,0.0001,0.00045,0.0008,0.09894602,0.09510892,0.903803062,0.126885775,1,1,1,1,1,
1236,7583,2.37,-0.3,10.41,-0.12,0.02,0,33.23,0.00055,0.00035,0,0,0.0003,0.00005,0.005230525,0.023213191,0.880589871,0.121655251,1,0,1,1,1,
1237,7787,2.38,-0.3,10.49,-0.09,0,-0.01,33.23,5E-05,0,0.0004,0.00015,0.0001,0.00005,0.031101399,0.080195416,0.960785287,0.090553851,1,0,1,1,1,
1238,7991,2.47,-0.3,10.46,-0.1,0,-0.01,33.23,0.00045,0,0.00015,0.00005,0,0,0.009944905,0.008924983,0.951860304,0.100498756,1,0,1,1,1,
1239,8195,3.16,-1.13,10.3,-0.47,0.02,-1.75,33.24,0.00345,0.00415,0.0008,0.00185,0.0001,0.0087,1.711627067,0.081075586,1.03293589,1.812125823,1,1,1,1,1,
1240,8399,2.72,-0.39,10.51,-0.42,0.01,-1.66,33.24,0.0022,0.0037,0.00105,0.00025,0.00005,0.00045,0.09978824,0.030332495,1.063268385,1.712337584,1,1,1,1,1,
1241,8603,2.13,0.29,10.5,-0.41,-0.06,-1.5,33.24,0.00295,0.0034,5E-05,0.00005,0.00035,0.0008,0.15615636,0.145479434,0.917788951,1.556181223,1,1,1,1,1,
1242,8807,2.68,0.34,10.43,-0.08,0.02,-0.11,33.24,0.00275,0.00025,0.00035,0.00165,0.0004,0.00695,1.418703953,0.056388512,0.974177463,0.137477271,1,1,1,1,1,
1243,9011,2.72,0.21,10.43,-0.09,0.03,-0.01,33.25,0.0002,0.00065,0,0.00005,0.00005,0.0005,0.042083351,0.006703763,0.980881226,0.09539392,1,1,1,1,1,
1244,9215,2.62,0.37,10.44,0.03,-0.04,0.55,33.24,0.0005,0.0008,5E-05,0.0006,0.00035,0.0028,0.456874131,0.010788375,0.97009285,0.552268051,1,1,1,1,1,
1245,9419,2.92,-0.01,10.34,0.05,0.08,0.68,33.25,0.0015,0.0019,0.0005,0.0001,0.0006,0.00065,0.134244877,0.025694309,0.944398541,0.686512928,1,1,1,1,1,
1246,9623,2.76,-0.11,10.51,-0.11,-0.03,0.04,33.24,0.0008,0.0005,0.00085,0.0008,0.00055,0.0032,0.565682468,0.122514545,1.066913085,0.12083046,1,1,1,1,1,
1247,9827,2.82,-0.3,10.41,-0.08,-0.02,0.28,33.25,0.0003,0.00095,0.0005,0.00015,0.00005,0.0012,0.171059931,0.077543317,0.989369768,0.29189039,1,1,1,1,1,
1248,10031,2.71,-0.46,10.54,-0.15,-0.03,0.11,33.26,0.00055,0.0008,0.00065,0.00035,0.00005,0.00085,0.103475954,0.103164372,1.09253414,0.188414437,1,1,1,1,1,
1249,10235,2.79,0.06,10.46,-0.13,0.01,-0.07,33.25,0.0004,0.0026,0.0004,0.0001,0.0002,0.0009,0.040427951,0.066671588,1.025862552,0.147986486,1,1,1,1,1,
1250,10439,2.62,0.22,10.48,-0.12,-0.04,-0.09,33.25,0.00085,0.0008,1E-04,0.00005,0.00025,0.0001,0.007255261,0.021085831,1.004776721,0.155241747,1,0,1,1,1,
1251,10643,2.87,-0.09,10.51,-0.07,-0.02,-0.04,33.25,0.00125,0.00155,0.00015,0.00025,0.0001,0.00025,0.072175508,0.090410289,1.095187011,0.083066239,1,0,1,1,1,
1252,10847,2.72,0.33,10.54,-0.07,0.04,0.02,33.26,0.00075,0.0021,0.00015,0,0.0003,0.0003,0,0.004874802,1.090312209,0.083066239,1,0,1,1,1,
1253,11051,2.83,0.05,10.47,-0.08,0,0.04,33.25,0.00055,0.0014,0.00035,0.00005,0.0002,0.0001,0.00637648,0.044469687,1.045842521,0.089442719,1,0,1,1,1,
1254,11255,2.75,-0.12,10.4,-0.05,0.06,0.08,33.26,0.0004,0.00085,0.00035,0.00015,0.0003,0.0002,0.02236068,0.087733952,0.95810857,0.111803399,1,0,1,1,1,
1255,11459,2.82,-0.42,10.47,-0.08,0.02,-0.02,33.26,0.00035,0.0015,0.00035,0.00015,0.0002,0.0005,0.026950585,0.093144814,1.051253384,0.084852814,1,1,1,1,1,
1256,11663,2.7,-0.02,10.49,-0.09,-0.03,-0.01,33.27,0.0006,0.002,1E-04,0.00005,0.00025,0.00005,0.010541106,0.019332963,1.031920421,0.09539392,1,0,1,1,1,
1257,11867,2.74,-0.04,10.45,-0.1,-0.02,0,33.26,0.0002,0.0001,0.0002,0.00005,0.00005,0.00005,0.00658647,0.028601486,1.003318934,0.10198039,0,0,1,1,1,
1258,12071,2.92,-0.31,10.39,-0.11,-0.04,-0.07,33.27,0.0009,0.00135,0.0003,0.00005,0.0001,0.00035,0.034401427,0.006347137,0.996971798,0.136381817,1,1,1,1,1,
1259,12275,2.86,-0.11,10.41,-0.13,-0.04,-0.11,33.26,0.0003,0.001,1E-04,0.0001,0,0.0002,0.03854674,0.000685399,0.996286399,0.174928557,1,0,1,1,1,
1260,12479,2.8,0.07,10.39,-0.13,-0.02,-0.07,33.26,0.0003,0.0009,1E-04,0,0.0001,0.0002,0.025931913,0.035384949,0.960901449,0.148996644,1,0,1,1,1,
1261,12683,2.79,-0.01,10.44,-0.12,0.02,-0.11,33.26,5E-05,0.0004,0.00025,0.00005,0.0002,0.0002,0.01501555,0.045476297,1.006377746,0.164012195,1,0,1,1,1,
1262,12887,2.69,0.12,10.44,-0.1,0.01,-0.11,33.26,0.0005,0.00065,0,0.0001,0.00005,0,0.01501555,0.024722029,0.981655717,0.148996644,1,0,1,1,1,
1263,13091,2.73,0.1,10.44,-0.1,0.01,-0.05,33.27,0.0002,0.0001,0,0,0,0.0003,0.036746923,0.009845569,0.991501286,0.112249722,0,0,1,1,1,
1264,13295,2.72,-0.01,10.5,-0.1,0.02,-0.01,33.27,5E-05,0.00055,0.0003,0,0.00005,0.0002,0.009780214,0.05508804,1.046589326,0.102469508,1,0,1,1,1,
1265,13499,2.68,0.07,10.46,-0.1,0.02,-0.03,33.27,0.0002,0.0004,0.0002,0,0,0.0001,0.00383195,0.048492271,0.998097055,0.106301458,1,0,1,1,1,
1266,13703,2.63,0.21,10.48,-0.09,0.02,0.09,33.27,0.00025,0.0007,1E-04,0.00005,0,0.0006,0.022539529,0.008909932,1.007006986,0.128840987,1,1,1,1,1,
1267,13907,2.58,0.14,10.49,-0.08,0,0.02,33.27,0.00025,0.00035,5E-05,0.00005,0.0001,0.00035,0.046378875,0.003484413,1.003522574,0.082462113,1,1,1,1,1,
1268,14111,2.62,-0.08,10.48,-0.05,0.04,0.08,33.26,0.0002,0.0011,5E-05,0.00015,0.0002,0.0003,0.020007395,0.000689612,1.002832962,0.102469508,1,0,1,1,1,
1269,14315,2.64,-0.19,10.46,-0.07,0.01,0.06,33.28,0.0001,0.00055,1E-04,0.0001,0.00015,0.0001,0.009733323,0.013148073,0.989684889,0.092736185,1,0,1,1,1,
1270,14519,2.6,-0.03,10.48,-0.1,-0.04,-0.01,33.27,0.0002,0.0008,1E-04,0.00015,0.00025,0.00035,0.015430353,0.008060246,0.997745135,0.108166538,1,1,1,1,1,
1271,14723,2.69,-0.03,10.46,-0.09,-0.04,0.04,33.26,0.00045,0,1E-04,0.00005,0,0.00025,0.00186508,0.002653006,1.000398141,0.106301458,1,0,1,1,1,
1272,14927,2.77,-0.22,10.43,-0.11,-0.02,0,33.28,0.0004,0.00095,0.00015,0.0001,0.0001,0.0002,0.005501941,0.006594363,0.993803778,0.111803399,1,0,1,1,1,
1273,15131,2.7,0.02,10.46,-0.12,-0.02,-0.04,33.27,0.00035,0.0012,0.00015,0.00005,0,0.0002,0.016259086,0.009066211,1.002869989,0.128062485,1,0,1,1,1,
1274,15335,2.74,-0.06,10.44,-0.12,-0.02,-0.05,33.27,0.0002,0.0004,0.0001,0,0,0.00005,0.00346698,0.009131063,0.993738926,0.131529464,1,0,1,1,1,
1275,15539,2.77,-0.05,10.4,-0.11,0,-0.1,33.27,0.00015,0.00005,0.0002,0.00005,0.0001,0.00025,0.017131223,0.031053387,0.962685538,0.148660687,0,0,1,1,1,
1276,15743,2.6,0.28,10.47,-0.12,0.02,-0.14,33.27,0.00085,0.00165,0.00035,0.00005,0.0001,0.0002,0.036811682,0.028945478,0.991631017,0.18547237,1,0,1,1,1,
1277,15947,2.72,-0.02,10.44,-0.1,-0.01,-0.01,33.28,0.0006,0.0015,0.00015,0.0001,0.00015,0.00065,0.084477321,0.003100069,0.988530947,0.100995049,1,1,1,1,1,
1278,16151,2.7,-0.03,10.44,-0.09,0.01,-0.01,33.28,0.0001,0.00005,0,0.00005,0.0001,0,0.009890714,0.00500184,0.983529107,0.091104336,0,0,1,1,1,
1279,16355,2.67,0.03,10.47,-0.09,0.04,-0.04,33.28,0.00015,0.0003,0.00015,0,0.00015,0.00015,0.015197122,0.021594678,1.005123785,0.106301458,0,0,1,1,1,
1280,16559,2.61,-0.02,10.44,-0.1,0,-0.05,33.27,0.0003,0.00025,0.00015,0.00005,0.0002,0.00005,0.005501941,0.043799517,0.961324268,0.111803399,0,0,1,1,1,
1281,16763,2.55,0.17,10.47,-0.11,0.03,-0.08,33.25,0.0003,0.00095,0.00015,0.00005,0.00015,0.00015,0.027480484,0.016073377,0.977397645,0.139283883,1,0,1,1,1,
1282,16967,2.56,0.01,10.5,-0.09,-0.02,0.01,33.28,5E-05,0.0008,0.00015,0.0001,0.00025,0.00045,0.046547698,0.030178401,1.007576046,0.092736185,1,1,1,1,1,
1283,17171,2.66,-0.09,10.47,-0.11,-0.03,0.02,33.27,0.0005,0.0005,0.00015,0.0001,0.00005,0.00005,0.023022184,0.00458572,1.002990327,0.115758369,1,0,1,1,1,
1284,17375,2.64,-0.12,10.43,-0.14,0.03,-0.3,33.27,0.0001,0.00015,0.0002,0.00015,0.0003,0.0016,0.216657034,0.043394609,0.959595717,0.332415403,0,1,1,1,1,
1285,17579,2.45,0.15,10.46,-0.09,0.06,-0.04,33.28,0.00095,0.00135,0.00015,0.00025,0.00015,0.0013,0.217089777,0.015453127,0.94414259,0.115325626,1,1,1,1,1,
1286,17783,2.4,0.15,10.48,-0.11,-0.03,-0.03,33.27,0.00025,0,1E-04,0.0001,0.00045,0.00005,0.002572635,0.00820134,0.952343931,0.117898261,0,1,1,1,1,
1287,17987,2.49,0.01,10.49,-0.11,-0.03,-0.01,33.27,0.00045,0.0007,5E-05,0,0,0.0001,0.00344303,0.02913556,0.98147949,0.114455231,1,0,1,1,1,
1288,18191,2.59,-0.06,10.53,-0.07,0.04,0.1,33.26,0.0005,0.00035,0.0002,0.0002,0.00035,0.00055,0.013997094,0.062532682,1.044012173,0.128452326,1,1,1,1,1,
1289,18395,2.31,0.21,10.51,-0.1,-0.02,-0.08,33.28,0.0014,0.00135,1E-04,0.00015,0.0003,0.0009,0.001162488,0.081098998,0.962913174,0.129614814,1,1,1,1,1,
1290,18599,2.39,-0.05,10.61,-0.09,-0.01,0.02,33.28,0.0004,0.0013,0.0005,0.00005,0.00005,0.0005,0.036878629,0.113055748,1.075968922,0.092736185,1,1,1,1,1,
1291,18803,2.69,-0.45,10.4,-0.09,-0.03,0.14,33.28,0.0015,0.002,0.00105,0,0.0001,0.0006,0.07637916,0.124289984,0.951678939,0.169115345,1,1,1,1,1,
1292,19007,2.63,-0.58,10.42,-0.2,0.03,0.07,33.29,0.0003,0.00065,1E-04,0.00055,0.0003,0.00035,0.044894,0.010741793,0.962420731,0.214009346,1,1,1,1,1,
1293,19211,1.91,-0.17,10.61,-0.26,0.35,-0.41,33.28,0.0036,0.00205,0.00095,0.0003,0.0016,0.0024,0.384488775,0.019466858,0.98188759,0.59849812,1,1,1,1,1,
1294,19415,1.95,-0.18,10.64,-0.04,-0.09,-0.11,33.28,0.0002,5E-05,0.00015,0.0011,0.0022,0.0015,0.45084989,0.036823054,1.018710644,0.147648231,0,1,1,1,1,
1295,19619,2.06,-0.45,10.56,-0.07,-0.03,0.04,33.28,0.00055,0.00135,0.0004,0.00015,0.0003,0.00075,0.061624978,0.050252073,0.968458571,0.086023253,1,1,1,1,1,
1296,19823,2.17,-0.56,10.61,-0.1,-0.03,0.02,33.28,0.00055,0.00055,0.00025,0.00015,0,0.0001,0.020278205,0.075645818,1.044104389,0.106301458,1,0,1,1,1,
1297,20027,2.23,-0.65,10.57,-0.13,-0.01,0.05,33.29,0.0003,0.00045,0.0002,0.00015,0.0001,0.00015,0.033340942,0.021891122,1.022213267,0.1396424,1,0,1,1,1,
1298,20231,2.23,-0.78,10.55,-0.15,0.01,-0.15,33.29,0,0.00065,1E-04,0.0001,0.0001,0.001,0.072725205,0.010932122,1.011281145,0.212367606,1,1,1,1,1,
1299,20435,1.85,-0.13,10.47,-0.13,0.04,-0.09,33.29,0.0019,0.00325,0.0004,0.0001,0.00015,0.0003,0.049272542,0.178299437,0.832981708,0.163095064,1,0,1,1,1,
1300,20639,1.95,-0.23,10.58,-0.11,0.06,-0.15,33.28,0.0005,0.0005,0.00055,0.0001,0.0001,0.0003,0.032353139,0.127678123,0.960659831,0.195448203,1,0,1,1,1,
1301,20843,1.96,-0.38,10.61,-0.09,0.01,-0.02,33.28,0.00005,0.00075,0.00015,0.0001,0.00025,0.00065,0.102712018,0.035547836,0.996207668,0.092736185,1,1,1,1,1,
